,Survived,Pclass,Sex,SibSp,Parch,Embarked,Cabin_Letter,Binned_Age,Binned_Fare
0,0.0,0.8419164182590155,-0.7434969153318309,0.481287771858981,-0.444999501816175,-0.6034357226781255,0.5083488139412022,-0.23957959956354702,-0.9126270361430975
1,1.0,-1.5460978645168275,1.3449954927569385,0.481287771858981,-0.444999501816175,0.9273731164413828,-1.9237732527584819,0.44366592511767966,1.0235622512334255
2,1.0,0.8419164182590155,1.3449954927569385,-0.47908676070718687,-0.444999501816175,-0.6034357226781255,0.5083488139412022,-0.23957959956354702,-0.9126270361430975
3,1.0,-1.5460978645168275,1.3449954927569385,0.481287771858981,-0.444999501816175,-0.6034357226781255,-1.9237732527584819,0.44366592511767966,1.0235622512334255
4,0.0,0.8419164182590155,-0.7434969153318309,-0.47908676070718687,-0.444999501816175,-0.6034357226781255,0.5083488139412022,0.44366592511767966,-0.9126270361430975
5,0.0,0.8419164182590155,-0.7434969153318309,-0.47908676070718687,-0.444999501816175,2.4581819555608915,0.5083488139412022,-0.23957959956354702,-0.9126270361430975
6,0.0,-1.5460978645168275,-0.7434969153318309,-0.47908676070718687,-0.444999501816175,-0.6034357226781255,-0.9509244260786083,1.810156974480133,1.0235622512334255
7,0.0,0.8419164182590155,-0.7434969153318309,2.4020368369913165,0.7107630931786129,-0.6034357226781255,0.5083488139412022,-2.289316173607227,0.05546760754516399
8,1.0,0.8419164182590155,1.3449954927569385,-0.47908676070718687,1.8665256881734007,-0.6034357226781255,0.5083488139412022,-0.23957959956354702,0.05546760754516399
9,1.0,-0.352090723128906,1.3449954927569385,0.481287771858981,-0.444999501816175,0.9273731164413828,0.5083488139412022,-1.6060706489260004,0.05546760754516399
10,1.0,0.8419164182590155,1.3449954927569385,0.481287771858981,0.7107630931786129,-0.6034357226781255,0.021924400601265416,-2.289316173607227,0.05546760754516399
11,1.0,-1.5460978645168275,1.3449954927569385,-0.47908676070718687,-0.444999501816175,-0.6034357226781255,-1.9237732527584819,1.810156974480133,0.05546760754516399
12,0.0,0.8419164182590155,-0.7434969153318309,-0.47908676070718687,-0.444999501816175,-0.6034357226781255,0.5083488139412022,-0.9228251242447737,-0.9126270361430975
13,0.0,0.8419164182590155,-0.7434969153318309,0.481287771858981,5.333813473157765,-0.6034357226781255,0.5083488139412022,0.44366592511767966,0.05546760754516399
14,0.0,0.8419164182590155,1.3449954927569385,-0.47908676070718687,-0.444999501816175,-0.6034357226781255,0.5083488139412022,-1.6060706489260004,-0.9126270361430975
15,1.0,-0.352090723128906,1.3449954927569385,-0.47908676070718687,-0.444999501816175,-0.6034357226781255,0.5083488139412022,1.810156974480133,0.05546760754516399
16,0.0,0.8419164182590155,-0.7434969153318309,3.3624113695574844,0.7107630931786129,2.4581819555608915,0.5083488139412022,-2.289316173607227,0.05546760754516399
17,1.0,-0.352090723128906,-0.7434969153318309,-0.47908676070718687,-0.444999501816175,-0.6034357226781255,0.5083488139412022,0.44366592511767966,0.05546760754516399
