,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Cabin_Letter
0,0.0,0.8419164182590155,-0.7434969153318309,-0.5416129102021049,0.481287771858981,-0.444999501816175,-0.5031762030204289,-0.6034357226781255,0.5083488139412022
1,1.0,-1.5460978645168275,1.3449954927569385,0.6614135270424127,0.481287771858981,-0.444999501816175,0.7348086421751847,0.9273731164413828,-1.9237732527584819
2,1.0,0.8419164182590155,1.3449954927569385,-0.24085630089097548,-0.47908676070718687,-0.444999501816175,-0.4901261217266795,-0.6034357226781255,0.5083488139412022
3,1.0,-1.5460978645168275,1.3449954927569385,0.43584607005906567,0.481287771858981,-0.444999501816175,0.38326265226609996,-0.6034357226781255,-1.9237732527584819
4,0.0,0.8419164182590155,-0.7434969153318309,0.43584607005906567,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.6034357226781255,0.5083488139412022
5,0.0,0.8419164182590155,-0.7434969153318309,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.47981559083192915,2.4581819555608915,0.5083488139412022
6,0.0,-1.5460978645168275,-0.7434969153318309,1.8644399642869303,-0.47908676070718687,-0.444999501816175,0.3593375032275594,-0.6034357226781255,-0.9509244260786083
7,0.0,0.8419164182590155,-0.7434969153318309,-2.0453959567577518,2.4020368369913165,0.7107630931786129,-0.23589120467067404,-0.6034357226781255,0.5083488139412022
8,1.0,0.8419164182590155,1.3449954927569385,-0.16566714856319312,-0.47908676070718687,1.8665256881734007,-0.4280986020011448,-0.6034357226781255,0.5083488139412022
9,1.0,-0.352090723128906,1.3449954927569385,-1.1431261288243637,0.481287771858981,-0.444999501816175,-0.061971321259844045,0.9273731164413828,0.5083488139412022
10,1.0,0.8419164182590155,1.3449954927569385,-1.895017652102187,0.481287771858981,0.7107630931786129,-0.32047506490793826,-0.6034357226781255,0.021924400601265416
11,1.0,-1.5460978645168275,1.3449954927569385,2.1651965735980596,-0.47908676070718687,-0.444999501816175,-0.13004054528804052,-0.6034357226781255,-1.9237732527584819
12,0.0,0.8419164182590155,-0.7434969153318309,-0.6919912148576696,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.6034357226781255,0.5083488139412022
13,0.0,0.8419164182590155,-0.7434969153318309,0.7366026793701951,0.481287771858981,5.333813473157765,-0.03868997623179524,-0.6034357226781255,0.5083488139412022
14,0.0,0.8419164182590155,1.3449954927569385,-1.1431261288243637,-0.47908676070718687,-0.444999501816175,-0.4914949302534906,-0.6034357226781255,0.5083488139412022
15,1.0,-0.352090723128906,1.3449954927569385,1.9396291166147126,-0.47908676070718687,-0.444999501816175,-0.3340084825459005,-0.6034357226781255,0.5083488139412022
16,0.0,0.8419164182590155,-0.7434969153318309,-2.0453959567577518,3.3624113695574844,0.7107630931786129,-0.0802569018341079,2.4581819555608915,0.5083488139412022
17,1.0,-0.352090723128906,-0.7434969153318309,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,-0.6034357226781255,0.5083488139412022
18,0.0,0.8419164182590155,1.3449954927569385,0.13508946074793626,0.481287771858981,-0.444999501816175,-0.29534157500886543,-0.6034357226781255,0.5083488139412022
19,1.0,0.8419164182590155,1.3449954927569385,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.5036595393646418,0.9273731164413828,0.5083488139412022
20,0.0,-0.352090723128906,-0.7434969153318309,0.43584607005906567,-0.47908676070718687,-0.444999501816175,-0.14067394486072518,-0.6034357226781255,0.5083488139412022
21,1.0,-0.352090723128906,-0.7434969153318309,0.36065691773128333,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,-0.6034357226781255,-1.437348839418545
22,1.0,0.8419164182590155,1.3449954927569385,-1.0679369764965814,-0.47908676070718687,-0.444999501816175,-0.48811157584400006,2.4581819555608915,0.5083488139412022
23,1.0,-1.5460978645168275,-0.7434969153318309,-0.09047799623541078,-0.47908676070718687,-0.444999501816175,0.04299386594019136,-0.6034357226781255,-2.8966220794383557
24,0.0,0.8419164182590155,1.3449954927569385,-1.5942610427910577,2.4020368369913165,0.7107630931786129,-0.23589120467067404,-0.6034357226781255,0.5083488139412022
25,1.0,0.8419164182590155,1.3449954927569385,0.6614135270424127,0.481287771858981,5.333813473157765,-0.036514962682837,-0.6034357226781255,0.5083488139412022
26,0.0,0.8419164182590155,-0.7434969153318309,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.5036595393646418,0.9273731164413828,0.5083488139412022
27,0.0,-1.5460978645168275,-0.7434969153318309,-0.7671803671854519,2.4020368369913165,1.8665256881734007,4.44135459827793,-0.6034357226781255,-1.9237732527584819
28,1.0,0.8419164182590155,1.3449954927569385,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.4910115939092776,2.4581819555608915,0.5083488139412022
29,0.0,0.8419164182590155,-0.7434969153318309,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,-0.6034357226781255,0.5083488139412022
30,0.0,-1.5460978645168275,-0.7434969153318309,0.8117918316979774,-0.47908676070718687,-0.444999501816175,-0.1074049376158602,0.9273731164413828,0.5083488139412022
31,1.0,-1.5460978645168275,1.3449954927569385,-0.16566714856319312,0.481287771858981,-0.444999501816175,2.1894093700840225,0.9273731164413828,-2.410197666098419
32,1.0,0.8419164182590155,1.3449954927569385,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,2.4581819555608915,0.5083488139412022
33,0.0,-0.352090723128906,-0.7434969153318309,2.7667097922203183,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,-0.6034357226781255,0.5083488139412022
34,0.0,-1.5460978645168275,-0.7434969153318309,-0.09047799623541078,0.481287771858981,-0.444999501816175,0.9453016200799194,0.9273731164413828,0.5083488139412022
35,0.0,-1.5460978645168275,-0.7434969153318309,0.9621701363535421,0.481287771858981,-0.444999501816175,0.3619958531207306,-0.6034357226781255,0.5083488139412022
36,1.0,0.8419164182590155,-0.7434969153318309,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.5035783388588141,0.9273731164413828,0.5083488139412022
37,0.0,0.8419164182590155,-0.7434969153318309,-0.6168020625298872,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.6034357226781255,0.5083488139412022
38,0.0,0.8419164182590155,1.3449954927569385,-0.8423695195132342,1.4416623044251486,-0.444999501816175,-0.29534157500886543,-0.6034357226781255,0.5083488139412022
39,1.0,0.8419164182590155,1.3449954927569385,-1.1431261288243637,0.481287771858981,-0.444999501816175,-0.4260028556126374,0.9273731164413828,0.5083488139412022
40,0.0,0.8419164182590155,1.3449954927569385,0.8117918316979774,0.481287771858981,-0.444999501816175,-0.4601592683854773,-0.6034357226781255,0.5083488139412022
41,0.0,-0.352090723128906,1.3449954927569385,-0.16566714856319312,0.481287771858981,-0.444999501816175,-0.23734121370331285,-0.6034357226781255,0.5083488139412022
42,0.0,0.8419164182590155,-0.7434969153318309,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,0.9273731164413828,0.5083488139412022
